Borough,LEGGI_Year,Sector,Fuel,Data_Year,KtCO2e
Barking and Dagenham,2016,Domestic,Electricity,2016,82.08918024
Barnet,2016,Domestic,Electricity,2016,191.5801075
Bexley,2016,Domestic,Electricity,2016,116.5314236
Brent,2016,Domestic,Electricity,2016,131.8086633
Bromley,2016,Domestic,Electricity,2016,170.3604755
Camden,2016,Domestic,Electricity,2016,107.6615273
City of London,2016,Domestic,Electricity,2016,8.210759731
Croydon,2016,Domestic,Electricity,2016,181.7146067
Ealing,2016,Domestic,Electricity,2016,145.9909336
Enfield,2016,Domestic,Electricity,2016,152.0634787
Greenwich,2016,Domestic,Electricity,2016,115.1304091
Hackney,2016,Domestic,Electricity,2016,106.147438
Hammersmith and Fulham,2016,Domestic,Electricity,2016,87.66264217
Haringey,2016,Domestic,Electricity,2016,112.071397
Harrow,2016,Domestic,Electricity,2016,109.000296
Havering,2016,Domestic,Electricity,2016,125.4234188
Hillingdon,2016,Domestic,Electricity,2016,132.2431948
Hounslow,2016,Domestic,Electricity,2016,118.0408184
Islington,2016,Domestic,Electricity,2016,97.92871032
Kensington and Chelsea,2016,Domestic,Electricity,2016,114.1397322
Kingston,2016,Domestic,Electricity,2016,81.65600219
Lambeth,2016,Domestic,Electricity,2016,135.7112524
Lewisham,2016,Domestic,Electricity,2016,127.664608
Merton,2016,Domestic,Electricity,2016,97.28003036
Newham,2016,Domestic,Electricity,2016,116.3807622
Redbridge,2016,Domestic,Electricity,2016,123.2810554
Richmond,2016,Domestic,Electricity,2016,104.9091574
Southwark,2016,Domestic,Electricity,2016,137.2381743
Sutton,2016,Domestic,Electricity,2016,100.2022156
Tower Hamlets,2016,Domestic,Electricity,2016,127.1510596
Waltham Forest,2016,Domestic,Electricity,2016,107.8781843
Wandsworth,2016,Domestic,Electricity,2016,153.4154767
Westminster,2016,Domestic,Electricity,2016,150.0687256
Unapportioned,2016,Domestic,Electricity,2016,-
London,2016,Domestic,Electricity,2016,3968.635917
Barking and Dagenham,2016,Domestic,Gas,2016,130.7151684
Barnet,2016,Domestic,Gas,2016,383.1357355
Bexley,2016,Domestic,Gas,2016,234.7097475
Brent,2016,Domestic,Gas,2016,269.7477675
Bromley,2016,Domestic,Gas,2016,387.284825
Camden,2016,Domestic,Gas,2016,167.7321461
City of London,2016,Domestic,Gas,2016,5.292571887
Croydon,2016,Domestic,Gas,2016,387.7519935
Ealing,2016,Domestic,Gas,2016,292.6788321
Enfield,2016,Domestic,Gas,2016,272.6195377
Greenwich,2016,Domestic,Gas,2016,214.7214277
Hackney,2016,Domestic,Gas,2016,171.3958043
Hammersmith and Fulham,2016,Domestic,Gas,2016,154.9825502
Haringey,2016,Domestic,Gas,2016,222.3195425
Harrow,2016,Domestic,Gas,2016,249.9280596
Havering,2016,Domestic,Gas,2016,235.5874354
Hillingdon,2016,Domestic,Gas,2016,252.7615408
Hounslow,2016,Domestic,Gas,2016,222.4985492
Islington,2016,Domestic,Gas,2016,158.6949585
Kensington and Chelsea,2016,Domestic,Gas,2016,153.6352602
Kingston,2016,Domestic,Gas,2016,169.6407201
Lambeth,2016,Domestic,Gas,2016,263.1025027
Lewisham,2016,Domestic,Gas,2016,252.4138319
Merton,2016,Domestic,Gas,2016,202.8259747
Newham,2016,Domestic,Gas,2016,191.1491505
Redbridge,2016,Domestic,Gas,2016,253.0984549
Richmond,2016,Domestic,Gas,2016,227.1842758
Southwark,2016,Domestic,Gas,2016,197.3181195
Sutton,2016,Domestic,Gas,2016,198.0715185
Tower Hamlets,2016,Domestic,Gas,2016,123.6235858
Waltham Forest,2016,Domestic,Gas,2016,211.2218807
Wandsworth,2016,Domestic,Gas,2016,288.3943934
Westminster,2016,Domestic,Gas,2016,169.5898322
Unapportioned,2016,Domestic,Gas,2016,-
London,2016,Domestic,Gas,2016,7315.827694
Barking and Dagenham,2016,Domestic,Coal,2016,1.51106264
Barnet,2016,Domestic,Coal,2016,1.51106264
Bexley,2016,Domestic,Coal,2016,1.8888283
Brent,2016,Domestic,Coal,2016,1.13329698
Bromley,2016,Domestic,Coal,2016,2.26659396
Camden,2016,Domestic,Coal,2016,0.37776566
City of London,2016,Domestic,Coal,2016,0
Croydon,2016,Domestic,Coal,2016,2.64435962
Ealing,2016,Domestic,Coal,2016,1.51106264
Enfield,2016,Domestic,Coal,2016,2.26659396
Greenwich,2016,Domestic,Coal,2016,1.51106264
Hackney,2016,Domestic,Coal,2016,0.37776566
Hammersmith and Fulham,2016,Domestic,Coal,2016,0.37776566
Haringey,2016,Domestic,Coal,2016,1.13329698
Harrow,2016,Domestic,Coal,2016,1.13329698
Havering,2016,Domestic,Coal,2016,2.26659396
Hillingdon,2016,Domestic,Coal,2016,1.51106264
Hounslow,2016,Domestic,Coal,2016,1.51106264
Islington,2016,Domestic,Coal,2016,0.37776566
Kensington and Chelsea,2016,Domestic,Coal,2016,0.37776566
Kingston,2016,Domestic,Coal,2016,1.13329698
Lambeth,2016,Domestic,Coal,2016,1.13329698
Lewisham,2016,Domestic,Coal,2016,1.51106264
Merton,2016,Domestic,Coal,2016,1.51106264
Newham,2016,Domestic,Coal,2016,1.51106264
Redbridge,2016,Domestic,Coal,2016,1.51106264
Richmond,2016,Domestic,Coal,2016,1.13329698
Southwark,2016,Domestic,Coal,2016,1.13329698
Sutton,2016,Domestic,Coal,2016,1.51106264
Tower Hamlets,2016,Domestic,Coal,2016,0.37776566
Waltham Forest,2016,Domestic,Coal,2016,1.51106264
Wandsworth,2016,Domestic,Coal,2016,1.51106264
Westminster,2016,Domestic,Coal,2016,0.37776566
Unapportioned,2016,Domestic,Coal,2016,-
London,2016,Domestic,Coal,2016,41.5542226
Barking and Dagenham,2016,Domestic,Oil,2016,0.64318552
Barnet,2016,Domestic,Oil,2016,2.25114932
Bexley,2016,Domestic,Oil,2016,1.6079638
Brent,2016,Domestic,Oil,2016,1.28637104
Bromley,2016,Domestic,Oil,2016,3.85911312
Camden,2016,Domestic,Oil,2016,2.57274208
City of London,2016,Domestic,Oil,2016,0
Croydon,2016,Domestic,Oil,2016,2.25114932
Ealing,2016,Domestic,Oil,2016,1.6079638
Enfield,2016,Domestic,Oil,2016,1.6079638
Greenwich,2016,Domestic,Oil,2016,1.28637104
Hackney,2016,Domestic,Oil,2016,0.96477828
Hammersmith and Fulham,2016,Domestic,Oil,2016,0.96477828
Haringey,2016,Domestic,Oil,2016,0.96477828
Harrow,2016,Domestic,Oil,2016,1.6079638
Havering,2016,Domestic,Oil,2016,1.92955656
Hillingdon,2016,Domestic,Oil,2016,2.57274208
Hounslow,2016,Domestic,Oil,2016,1.92955656
Islington,2016,Domestic,Oil,2016,0.96477828
Kensington and Chelsea,2016,Domestic,Oil,2016,2.25114932
Kingston,2016,Domestic,Oil,2016,0.96477828
Lambeth,2016,Domestic,Oil,2016,1.6079638
Lewisham,2016,Domestic,Oil,2016,0.96477828
Merton,2016,Domestic,Oil,2016,1.28637104
Newham,2016,Domestic,Oil,2016,0.64318552
Redbridge,2016,Domestic,Oil,2016,1.28637104
Richmond,2016,Domestic,Oil,2016,1.6079638
Southwark,2016,Domestic,Oil,2016,2.25114932
Sutton,2016,Domestic,Oil,2016,1.28637104
Tower Hamlets,2016,Domestic,Oil,2016,1.28637104
Waltham Forest,2016,Domestic,Oil,2016,0.96477828
Wandsworth,2016,Domestic,Oil,2016,1.6079638
Westminster,2016,Domestic,Oil,2016,3.2159276
Unapportioned,2016,Domestic,Oil,2016,-
London,2016,Domestic,Oil,2016,52.09802712
Barking and Dagenham,2016,Domestic,Total,N/A,214.9585968
Barnet,2016,Domestic,Total,N/A,578.478055
Bexley,2016,Domestic,Total,N/A,354.7379632
Brent,2016,Domestic,Total,N/A,403.9760988
Bromley,2016,Domestic,Total,N/A,563.7710075
Camden,2016,Domestic,Total,N/A,278.3441812
City of London,2016,Domestic,Total,N/A,13.50333162
Croydon,2016,Domestic,Total,N/A,574.3621091
Ealing,2016,Domestic,Total,N/A,441.7887922
Enfield,2016,Domestic,Total,N/A,428.5575741
Greenwich,2016,Domestic,Total,N/A,332.6492705
Hackney,2016,Domestic,Total,N/A,278.8857863
Hammersmith and Fulham,2016,Domestic,Total,N/A,243.9877363
Haringey,2016,Domestic,Total,N/A,336.4890147
Harrow,2016,Domestic,Total,N/A,361.6696164
Havering,2016,Domestic,Total,N/A,365.2070047
Hillingdon,2016,Domestic,Total,N/A,389.0885403
Hounslow,2016,Domestic,Total,N/A,343.9799869
Islington,2016,Domestic,Total,N/A,257.9662128
Kensington and Chelsea,2016,Domestic,Total,N/A,270.4039074
Kingston,2016,Domestic,Total,N/A,253.3947976
Lambeth,2016,Domestic,Total,N/A,401.5550158
Lewisham,2016,Domestic,Total,N/A,382.5542809
Merton,2016,Domestic,Total,N/A,302.9034387
Newham,2016,Domestic,Total,N/A,309.6841608
Redbridge,2016,Domestic,Total,N/A,379.176944
Richmond,2016,Domestic,Total,N/A,334.834694
Southwark,2016,Domestic,Total,N/A,337.9407401
Sutton,2016,Domestic,Total,N/A,301.0711677
Tower Hamlets,2016,Domestic,Total,N/A,252.438782
Waltham Forest,2016,Domestic,Total,N/A,321.5759059
Wandsworth,2016,Domestic,Total,N/A,444.9288965
Westminster,2016,Domestic,Total,N/A,323.252251
Unapportioned,2016,Domestic,Total,N/A,-
London,2016,Domestic,Total,N/A,11378.11586
Barking and Dagenham,2016,Industrial and Commercial,Electricity w/o rail,2016,99.31953662
Barnet,2016,Industrial and Commercial,Electricity w/o rail,2016,126.2197658
Bexley,2016,Industrial and Commercial,Electricity w/o rail,2016,111.4464538
Brent,2016,Industrial and Commercial,Electricity w/o rail,2016,160.8809999
Bromley,2016,Industrial and Commercial,Electricity w/o rail,2016,111.5822063
Camden,2016,Industrial and Commercial,Electricity w/o rail,2016,371.4086568
City of London,2016,Industrial and Commercial,Electricity w/o rail,2016,646.1574624
Croydon,2016,Industrial and Commercial,Electricity w/o rail,2016,164.69123
Ealing,2016,Industrial and Commercial,Electricity w/o rail,2016,238.593539
Enfield,2016,Industrial and Commercial,Electricity w/o rail,2016,146.8629704
Greenwich,2016,Industrial and Commercial,Electricity w/o rail,2016,125.9003885
Hackney,2016,Industrial and Commercial,Electricity w/o rail,2016,160.6835509
Hammersmith and Fulham,2016,Industrial and Commercial,Electricity w/o rail,2016,185.60565
Haringey,2016,Industrial and Commercial,Electricity w/o rail,2016,101.5402958
Harrow,2016,Industrial and Commercial,Electricity w/o rail,2016,55.56995214
Havering,2016,Industrial and Commercial,Electricity w/o rail,2016,101.0803262
Hillingdon,2016,Industrial and Commercial,Electricity w/o rail,2016,274.904256
Hounslow,2016,Industrial and Commercial,Electricity w/o rail,2016,264.8368075
Islington,2016,Industrial and Commercial,Electricity w/o rail,2016,230.2102397
Kensington and Chelsea,2016,Industrial and Commercial,Electricity w/o rail,2016,313.782738
Kingston,2016,Industrial and Commercial,Electricity w/o rail,2016,96.80431433
Lambeth,2016,Industrial and Commercial,Electricity w/o rail,2016,160.9281405
Lewisham,2016,Industrial and Commercial,Electricity w/o rail,2016,71.05885508
Merton,2016,Industrial and Commercial,Electricity w/o rail,2016,126.9259518
Newham,2016,Industrial and Commercial,Electricity w/o rail,2016,302.4126516
Redbridge,2016,Industrial and Commercial,Electricity w/o rail,2016,63.71207633
Richmond,2016,Industrial and Commercial,Electricity w/o rail,2016,87.93082263
Southwark,2016,Industrial and Commercial,Electricity w/o rail,2016,357.0232581
Sutton,2016,Industrial and Commercial,Electricity w/o rail,2016,105.2034132
Tower Hamlets,2016,Industrial and Commercial,Electricity w/o rail,2016,654.3536942
Waltham Forest,2016,Industrial and Commercial,Electricity w/o rail,2016,93.62212896
Wandsworth,2016,Industrial and Commercial,Electricity w/o rail,2016,118.135029
Westminster,2016,Industrial and Commercial,Electricity w/o rail,2016,920.8505636
Unapportioned,2016,Industrial and Commercial,Electricity w/o rail,2016,-40.26438398
London,2016,Industrial and Commercial,Electricity w/o rail,2016,7109.973541
Barking and Dagenham,2016,Industrial and Commercial,Gas,2016,47.41792806
Barnet,2016,Industrial and Commercial,Gas,2016,92.8304489
Bexley,2016,Industrial and Commercial,Gas,2016,58.95538583
Brent,2016,Industrial and Commercial,Gas,2016,95.11934964
Bromley,2016,Industrial and Commercial,Gas,2016,73.93512408
Camden,2016,Industrial and Commercial,Gas,2016,260.3915644
City of London,2016,Industrial and Commercial,Gas,2016,136.9767459
Croydon,2016,Industrial and Commercial,Gas,2016,85.27414731
Ealing,2016,Industrial and Commercial,Gas,2016,121.5298464
Enfield,2016,Industrial and Commercial,Gas,2016,89.10692101
Greenwich,2016,Industrial and Commercial,Gas,2016,89.76608094
Hackney,2016,Industrial and Commercial,Gas,2016,59.02768514
Hammersmith and Fulham,2016,Industrial and Commercial,Gas,2016,97.86879407
Haringey,2016,Industrial and Commercial,Gas,2016,61.77088585
Harrow,2016,Industrial and Commercial,Gas,2016,43.92575323
Havering,2016,Industrial and Commercial,Gas,2016,40.40560926
Hillingdon,2016,Industrial and Commercial,Gas,2016,120.1362539
Hounslow,2016,Industrial and Commercial,Gas,2016,115.4575999
Islington,2016,Industrial and Commercial,Gas,2016,120.7202849
Kensington and Chelsea,2016,Industrial and Commercial,Gas,2016,154.0995646
Kingston,2016,Industrial and Commercial,Gas,2016,44.65153003
Lambeth,2016,Industrial and Commercial,Gas,2016,159.8851508
Lewisham,2016,Industrial and Commercial,Gas,2016,67.04736612
Merton,2016,Industrial and Commercial,Gas,2016,58.18396257
Newham,2016,Industrial and Commercial,Gas,2016,75.85329475
Redbridge,2016,Industrial and Commercial,Gas,2016,40.35173674
Richmond,2016,Industrial and Commercial,Gas,2016,59.94427363
Southwark,2016,Industrial and Commercial,Gas,2016,179.5671597
Sutton,2016,Industrial and Commercial,Gas,2016,44.43820509
Tower Hamlets,2016,Industrial and Commercial,Gas,2016,131.8227183
Waltham Forest,2016,Industrial and Commercial,Gas,2016,49.62447183
Wandsworth,2016,Industrial and Commercial,Gas,2016,111.6225805
Westminster,2016,Industrial and Commercial,Gas,2016,441.7539687
Unapportioned,2016,Industrial and Commercial,Gas,2016,13.47264504
London,2016,Industrial and Commercial,Gas,2016,3442.935037
Barking and Dagenham,2016,Industrial and Commercial,Coal,2016,0.37776566
Barnet,2016,Industrial and Commercial,Coal,2016,0.75553132
Bexley,2016,Industrial and Commercial,Coal,2016,0.37776566
Brent,2016,Industrial and Commercial,Coal,2016,0
Bromley,2016,Industrial and Commercial,Coal,2016,0
Camden,2016,Industrial and Commercial,Coal,2016,0
City of London,2016,Industrial and Commercial,Coal,2016,0
Croydon,2016,Industrial and Commercial,Coal,2016,0
Ealing,2016,Industrial and Commercial,Coal,2016,0.37776566
Enfield,2016,Industrial and Commercial,Coal,2016,0
Greenwich,2016,Industrial and Commercial,Coal,2016,0
Hackney,2016,Industrial and Commercial,Coal,2016,0.37776566
Hammersmith and Fulham,2016,Industrial and Commercial,Coal,2016,0
Haringey,2016,Industrial and Commercial,Coal,2016,0
Harrow,2016,Industrial and Commercial,Coal,2016,0
Havering,2016,Industrial and Commercial,Coal,2016,0.37776566
Hillingdon,2016,Industrial and Commercial,Coal,2016,0
Hounslow,2016,Industrial and Commercial,Coal,2016,0.37776566
Islington,2016,Industrial and Commercial,Coal,2016,0.37776566
Kensington and Chelsea,2016,Industrial and Commercial,Coal,2016,0
Kingston,2016,Industrial and Commercial,Coal,2016,0.37776566
Lambeth,2016,Industrial and Commercial,Coal,2016,0
Lewisham,2016,Industrial and Commercial,Coal,2016,0
Merton,2016,Industrial and Commercial,Coal,2016,0.75553132
Newham,2016,Industrial and Commercial,Coal,2016,0.37776566
Redbridge,2016,Industrial and Commercial,Coal,2016,0.37776566
Richmond,2016,Industrial and Commercial,Coal,2016,0
Southwark,2016,Industrial and Commercial,Coal,2016,0.37776566
Sutton,2016,Industrial and Commercial,Coal,2016,0
Tower Hamlets,2016,Industrial and Commercial,Coal,2016,1.13329698
Waltham Forest,2016,Industrial and Commercial,Coal,2016,0
Wandsworth,2016,Industrial and Commercial,Coal,2016,0
Westminster,2016,Industrial and Commercial,Coal,2016,6.79978188
Unapportioned,2016,Industrial and Commercial,Coal,2016,-
London,2016,Industrial and Commercial,Coal,2016,13.59956376
Barking and Dagenham,2016,Industrial and Commercial,Oil,2016,27.97857012
Barnet,2016,Industrial and Commercial,Oil,2016,15.75804524
Bexley,2016,Industrial and Commercial,Oil,2016,27.3353846
Brent,2016,Industrial and Commercial,Oil,2016,22.18990044
Bromley,2016,Industrial and Commercial,Oil,2016,20.9035294
Camden,2016,Industrial and Commercial,Oil,2016,18.97397284
City of London,2016,Industrial and Commercial,Oil,2016,14.79326696
Croydon,2016,Industrial and Commercial,Oil,2016,9.32619004
Ealing,2016,Industrial and Commercial,Oil,2016,25.7274208
Enfield,2016,Industrial and Commercial,Oil,2016,23.15467872
Greenwich,2016,Industrial and Commercial,Oil,2016,20.58193664
Hackney,2016,Industrial and Commercial,Oil,2016,6.75344796
Hammersmith and Fulham,2016,Industrial and Commercial,Oil,2016,9.6477828
Haringey,2016,Industrial and Commercial,Oil,2016,6.75344796
Harrow,2016,Industrial and Commercial,Oil,2016,5.78866968
Havering,2016,Industrial and Commercial,Oil,2016,17.6876018
Hillingdon,2016,Industrial and Commercial,Oil,2016,128.637104
Hounslow,2016,Industrial and Commercial,Oil,2016,17.6876018
Islington,2016,Industrial and Commercial,Oil,2016,6.4318552
Kensington and Chelsea,2016,Industrial and Commercial,Oil,2016,2.25114932
Kingston,2016,Industrial and Commercial,Oil,2016,8.68300452
Lambeth,2016,Industrial and Commercial,Oil,2016,4.50229864
Lewisham,2016,Industrial and Commercial,Oil,2016,2.57274208
Merton,2016,Industrial and Commercial,Oil,2016,7.39663348
Newham,2016,Industrial and Commercial,Oil,2016,35.69679636
Redbridge,2016,Industrial and Commercial,Oil,2016,9.00459728
Richmond,2016,Industrial and Commercial,Oil,2016,7.39663348
Southwark,2016,Industrial and Commercial,Oil,2016,8.68300452
Sutton,2016,Industrial and Commercial,Oil,2016,8.039819
Tower Hamlets,2016,Industrial and Commercial,Oil,2016,21.54671492
Waltham Forest,2016,Industrial and Commercial,Oil,2016,9.32619004
Wandsworth,2016,Industrial and Commercial,Oil,2016,5.46707692
Westminster,2016,Industrial and Commercial,Oil,2016,52.74121264
Unapportioned,2016,Industrial and Commercial,Oil,2016,-
London,2016,Industrial and Commercial,Oil,2016,609.4182802
Barking and Dagenham,2016,Industrial and Commercial,Waste and Renewables,2016,6.614183745
Barnet,2016,Industrial and Commercial,Waste and Renewables,2016,6.291540635
Bexley,2016,Industrial and Commercial,Waste and Renewables,2016,12.09911661
Brent,2016,Industrial and Commercial,Waste and Renewables,2016,4.678325088
Bromley,2016,Industrial and Commercial,Waste and Renewables,2016,7.904756183
Camden,2016,Industrial and Commercial,Waste and Renewables,2016,1.451893993
City of London,2016,Industrial and Commercial,Waste and Renewables,2016,0
Croydon,2016,Industrial and Commercial,Waste and Renewables,2016,10.3245795
Ealing,2016,Industrial and Commercial,Waste and Renewables,2016,6.936826854
Enfield,2016,Industrial and Commercial,Waste and Renewables,2016,8.550042402
Greenwich,2016,Industrial and Commercial,Waste and Renewables,2016,6.45286219
Hackney,2016,Industrial and Commercial,Waste and Renewables,2016,2.419823321
Hammersmith and Fulham,2016,Industrial and Commercial,Waste and Renewables,2016,2.581144876
Haringey,2016,Industrial and Commercial,Waste and Renewables,2016,5.000968197
Harrow,2016,Industrial and Commercial,Waste and Renewables,2016,4.839646642
Havering,2016,Industrial and Commercial,Waste and Renewables,2016,7.259469964
Hillingdon,2016,Industrial and Commercial,Waste and Renewables,2016,15.3255477
Hounslow,2016,Industrial and Commercial,Waste and Renewables,2016,10.80854417
Islington,2016,Industrial and Commercial,Waste and Renewables,2016,1.774537102
Kensington and Chelsea,2016,Industrial and Commercial,Waste and Renewables,2016,1.451893993
Kingston,2016,Industrial and Commercial,Waste and Renewables,2016,3.710395759
Lambeth,2016,Industrial and Commercial,Waste and Renewables,2016,4.355681978
Lewisham,2016,Industrial and Commercial,Waste and Renewables,2016,6.936826854
Merton,2016,Industrial and Commercial,Waste and Renewables,2016,6.614183745
Newham,2016,Industrial and Commercial,Waste and Renewables,2016,7.259469964
Redbridge,2016,Industrial and Commercial,Waste and Renewables,2016,6.936826854
Richmond,2016,Industrial and Commercial,Waste and Renewables,2016,4.678325088
Southwark,2016,Industrial and Commercial,Waste and Renewables,2016,3.549074204
Sutton,2016,Industrial and Commercial,Waste and Renewables,2016,5.323611307
Tower Hamlets,2016,Industrial and Commercial,Waste and Renewables,2016,7.420791518
Waltham Forest,2016,Industrial and Commercial,Waste and Renewables,2016,7.582113073
Wandsworth,2016,Industrial and Commercial,Waste and Renewables,2016,5.484932861
Westminster,2016,Industrial and Commercial,Waste and Renewables,2016,1.451893993
Unapportioned,2016,Industrial and Commercial,Waste and Renewables,2016,-
London,2016,Industrial and Commercial,Waste and Renewables,2016,194.0698304
Barking and Dagenham,2016,Industrial and Commercial,Total,N/A,181.7079842
Barnet,2016,Industrial and Commercial,Total,N/A,241.8553319
Bexley,2016,Industrial and Commercial,Total,N/A,210.2141065
Brent,2016,Industrial and Commercial,Total,N/A,282.868575
Bromley,2016,Industrial and Commercial,Total,N/A,214.325616
Camden,2016,Industrial and Commercial,Total,N/A,652.226088
City of London,2016,Industrial and Commercial,Total,N/A,797.9274753
Croydon,2016,Industrial and Commercial,Total,N/A,269.6161468
Ealing,2016,Industrial and Commercial,Total,N/A,393.1653987
Enfield,2016,Industrial and Commercial,Total,N/A,267.6746125
Greenwich,2016,Industrial and Commercial,Total,N/A,242.7012683
Hackney,2016,Industrial and Commercial,Total,N/A,229.262273
Hammersmith and Fulham,2016,Industrial and Commercial,Total,N/A,295.7033717
Haringey,2016,Industrial and Commercial,Total,N/A,175.0655978
Harrow,2016,Industrial and Commercial,Total,N/A,110.1240217
Havering,2016,Industrial and Commercial,Total,N/A,166.8107729
Hillingdon,2016,Industrial and Commercial,Total,N/A,539.0031616
Hounslow,2016,Industrial and Commercial,Total,N/A,409.168319
Islington,2016,Industrial and Commercial,Total,N/A,359.5146825
Kensington and Chelsea,2016,Industrial and Commercial,Total,N/A,471.5853459
Kingston,2016,Industrial and Commercial,Total,N/A,154.2270103
Lambeth,2016,Industrial and Commercial,Total,N/A,329.6712719
Lewisham,2016,Industrial and Commercial,Total,N/A,147.6157901
Merton,2016,Industrial and Commercial,Total,N/A,199.8762629
Newham,2016,Industrial and Commercial,Total,N/A,421.5999784
Redbridge,2016,Industrial and Commercial,Total,N/A,120.3830029
Richmond,2016,Industrial and Commercial,Total,N/A,159.9500548
Southwark,2016,Industrial and Commercial,Total,N/A,549.2002622
Sutton,2016,Industrial and Commercial,Total,N/A,163.0050486
Tower Hamlets,2016,Industrial and Commercial,Total,N/A,816.2772159
Waltham Forest,2016,Industrial and Commercial,Total,N/A,160.1549039
Wandsworth,2016,Industrial and Commercial,Total,N/A,240.7096193
Westminster,2016,Industrial and Commercial,Total,N/A,1423.597421
Unapportioned,2016,Industrial and Commercial,Total,N/A,-26.79173894
London,2016,Industrial and Commercial,Total,N/A,11369.99625
Barking and Dagenham,2016,Transport,Aviation,2013 and 2015,0
Barnet,2016,Transport,Aviation,2013 and 2015,0.22923437
Bexley,2016,Transport,Aviation,2013 and 2015,9.378894704
Brent,2016,Transport,Aviation,2013 and 2015,0.338353697
Bromley,2016,Transport,Aviation,2013 and 2015,1.425213141
Camden,2016,Transport,Aviation,2013 and 2015,0
City of London,2016,Transport,Aviation,2013 and 2015,1.458253483
Croydon,2016,Transport,Aviation,2013 and 2015,0.28587581
Ealing,2016,Transport,Aviation,2013 and 2015,0.184032461
Enfield,2016,Transport,Aviation,2013 and 2015,0.363548724
Greenwich,2016,Transport,Aviation,2013 and 2015,7.548949608
Hackney,2016,Transport,Aviation,2013 and 2015,0.132818059
Hammersmith and Fulham,2016,Transport,Aviation,2013 and 2015,15.29824873
Haringey,2016,Transport,Aviation,2013 and 2015,0
Harrow,2016,Transport,Aviation,2013 and 2015,0.241761763
Havering,2016,Transport,Aviation,2013 and 2015,3.3443465
Hillingdon,2016,Transport,Aviation,2013 and 2015,683.6379427
Hounslow,2016,Transport,Aviation,2013 and 2015,106.880714
Islington,2016,Transport,Aviation,2013 and 2015,0
Kensington and Chelsea,2016,Transport,Aviation,2013 and 2015,1.934482499
Kingston,2016,Transport,Aviation,2013 and 2015,0
Lambeth,2016,Transport,Aviation,2013 and 2015,0
Lewisham,2016,Transport,Aviation,2013 and 2015,0.01072444
Merton,2016,Transport,Aviation,2013 and 2015,0
Newham,2016,Transport,Aviation,2013 and 2015,43.31657937
Redbridge,2016,Transport,Aviation,2013 and 2015,0.963889992
Richmond,2016,Transport,Aviation,2013 and 2015,45.26364101
Southwark,2016,Transport,Aviation,2013 and 2015,1.45156575
Sutton,2016,Transport,Aviation,2013 and 2015,0.044633432
Tower Hamlets,2016,Transport,Aviation,2013 and 2015,14.45675646
Waltham Forest,2016,Transport,Aviation,2013 and 2015,0.669040036
Wandsworth,2016,Transport,Aviation,2013 and 2015,13.66709718
Westminster,2016,Transport,Aviation,2013 and 2015,0
Unapportioned,2016,Transport,Aviation,2013 and 2015,-
London,2016,Transport,Aviation,2013 and 2015,952.5265979
Barking and Dagenham,2016,Transport,Shipping,2016,4.6833
Barnet,2016,Transport,Shipping,2016,0
Bexley,2016,Transport,Shipping,2016,2.4082
Brent,2016,Transport,Shipping,2016,0
Bromley,2016,Transport,Shipping,2016,0
Camden,2016,Transport,Shipping,2016,0
City of London,2016,Transport,Shipping,2016,5.6036
Croydon,2016,Transport,Shipping,2016,0
Ealing,2016,Transport,Shipping,2016,0
Enfield,2016,Transport,Shipping,2016,0
Greenwich,2016,Transport,Shipping,2016,3.8864
Hackney,2016,Transport,Shipping,2016,0
Hammersmith and Fulham,2016,Transport,Shipping,2016,0.0065
Haringey,2016,Transport,Shipping,2016,0
Harrow,2016,Transport,Shipping,2016,0
Havering,2016,Transport,Shipping,2016,1.1335
Hillingdon,2016,Transport,Shipping,2016,0
Hounslow,2016,Transport,Shipping,2016,0
Islington,2016,Transport,Shipping,2016,0
Kensington and Chelsea,2016,Transport,Shipping,2016,0.0151
Kingston,2016,Transport,Shipping,2016,0
Lambeth,2016,Transport,Shipping,2016,0.0207
Lewisham,2016,Transport,Shipping,2016,0.6967
Merton,2016,Transport,Shipping,2016,0
Newham,2016,Transport,Shipping,2016,4.7253
Redbridge,2016,Transport,Shipping,2016,0
Richmond,2016,Transport,Shipping,2016,0
Southwark,2016,Transport,Shipping,2016,4.8346
Sutton,2016,Transport,Shipping,2016,0
Tower Hamlets,2016,Transport,Shipping,2016,10.7051
Waltham Forest,2016,Transport,Shipping,2016,0
Wandsworth,2016,Transport,Shipping,2016,0.0076
Westminster,2016,Transport,Shipping,2016,4.2277
Unapportioned,2016,Transport,Shipping,2016,-
London,2016,Transport,Shipping,2016,42.9543
Barking and Dagenham,2016,Transport,Railways diesel,2014,1.705768264
Barnet,2016,Transport,Railways diesel,2014,5.419713617
Bexley,2016,Transport,Railways diesel,2014,0.881898399
Brent,2016,Transport,Railways diesel,2014,8.948791168
Bromley,2016,Transport,Railways diesel,2014,0.763558901
Camden,2016,Transport,Railways diesel,2014,7.006704066
City of London,2016,Transport,Railways diesel,2014,0
Croydon,2016,Transport,Railways diesel,2014,1.359427194
Ealing,2016,Transport,Railways diesel,2014,14.45397051
Enfield,2016,Transport,Railways diesel,2014,0.614198215
Greenwich,2016,Transport,Railways diesel,2014,0.626263084
Hackney,2016,Transport,Railways diesel,2014,0.867219151
Hammersmith and Fulham,2016,Transport,Railways diesel,2014,2.884480059
Haringey,2016,Transport,Railways diesel,2014,2.47459
